"FinancialYear","HBT","HBTQF","Dataset","DatasetQF","LengthOfStay","NumberOfStays"
"1998/99","S08000030"," ","SMR04"," ","8 - 28 days",900
"1998/99","S08000030"," ","SMR04"," ","29 days - 6 months",820
"1998/99","S08000030"," ","SMR04"," ","> 6 months",250
"1998/99","S08000030"," ","Total","d","< 1 day",210
"1998/99","S08000030"," ","Total","d","1 - 7 days",930
"1998/99","S08000030"," ","Total","d","8 - 28 days",1040
"1998/99","S08000030"," ","Total","d","29 days - 6 months",890
"1998/99","S08000030"," ","Total","d","> 6 months",260
"1998/99","S08000028"," ","SMR01"," ","< 1 day",20
"1998/99","S08000028"," ","SMR01"," ","1 - 7 days",80
"1998/99","S08000028"," ","SMR01"," ","8 - 28 days",30
"1998/99","S08000028"," ","SMR01"," ","29 days - 6 months",0
"1998/99","S08000028"," ","SMR01"," ","> 6 months",0
"1998/99","S08000028"," ","SMR04"," ","< 1 day",0
"1998/99","S08000028"," ","SMR04"," ","1 - 7 days",0
"1998/99","S08000028"," ","SMR04"," ","8 - 28 days",20
"1998/99","S08000028"," ","SMR04"," ","29 days - 6 months",10
"1998/99","S08000028"," ","SMR04"," ","> 6 months",10
"1998/99","S08000028"," ","Total","d","< 1 day",20
"1998/99","S08000028"," ","Total","d","1 - 7 days",80
"1998/99","S08000028"," ","Total","d","8 - 28 days",50
"1998/99","S08000028"," ","Total","d","29 days - 6 months",10
"1998/99","S08000028"," ","Total","d","> 6 months",10
"1998/99","SB0802"," ","SMR01"," ","< 1 day",0
"1998/99","SB0802"," ","SMR01"," ","1 - 7 days",0
"1998/99","SB0802"," ","SMR01"," ","8 - 28 days",0
"1998/99","SB0802"," ","SMR01"," ","29 days - 6 months",0
"1998/99","SB0802"," ","SMR01"," ","> 6 months",0
"1998/99","SB0802"," ","SMR04"," ","< 1 day",0
"1998/99","SB0802"," ","SMR04"," ","1 - 7 days",0
"1998/99","SB0802"," ","SMR04"," ","8 - 28 days",0
"1998/99","SB0802"," ","SMR04"," ","29 days - 6 months",10
"1998/99","SB0802"," ","SMR04"," ","> 6 months",10
"1998/99","SB0802"," ","Total","d","< 1 day",0
"1998/99","SB0802"," ","Total","d","1 - 7 days",0
"1998/99","SB0802"," ","Total","d","8 - 28 days",0
"1998/99","SB0802"," ","Total","d","29 days - 6 months",10
"1998/99","SB0802"," ","Total","d","> 6 months",10
"1998/99","S92000003","d","SMR01"," ","< 1 day",1720
"1998/99","S92000003","d","SMR01"," ","1 - 7 days",4420
"1998/99","S92000003","d","SMR01"," ","8 - 28 days",1690
"1998/99","S92000003","d","SMR01"," ","29 days - 6 months",1010
"1998/99","S92000003","d","SMR01"," ","> 6 months",80
"1998/99","S92000003","d","SMR04"," ","< 1 day",640
"1998/99","S92000003","d","SMR04"," ","1 - 7 days",7200
"1998/99","S92000003","d","SMR04"," ","8 - 28 days",10810
"1998/99","S92000003","d","SMR04"," ","29 days - 6 months",8240
"1998/99","S92000003","d","SMR04"," ","> 6 months",2200
"1998/99","S92000003","d","Total","d","< 1 day",2360
"1998/99","S92000003","d","Total","d","1 - 7 days",11620
"1998/99","S92000003","d","Total","d","8 - 28 days",12490
"1998/99","S92000003","d","Total","d","29 days - 6 months",9250
"1998/99","S92000003","d","Total","d","> 6 months",2280
"1999/00","SB0801"," ","SMR01"," ","< 1 day",0
"1999/00","SB0801"," ","SMR01"," ","1 - 7 days",0
"1999/00","SB0801"," ","SMR01"," ","8 - 28 days",0
"1999/00","SB0801"," ","SMR01"," ","29 days - 6 months",0
"1999/00","SB0801"," ","SMR01"," ","> 6 months",0
"1999/00","SB0801"," ","SMR04"," ","< 1 day",0
"1999/00","SB0801"," ","SMR04"," ","1 - 7 days",0
"1999/00","SB0801"," ","SMR04"," ","8 - 28 days",0
"1999/00","SB0801"," ","SMR04"," ","29 days - 6 months",0
"1999/00","SB0801"," ","SMR04"," ","> 6 months",0
"1999/00","SB0801"," ","Total","d","< 1 day",0
"1999/00","SB0801"," ","Total","d","1 - 7 days",0
"1999/00","SB0801"," ","Total","d","8 - 28 days",0
"1999/00","SB0801"," ","Total","d","29 days - 6 months",0
"1999/00","SB0801"," ","Total","d","> 6 months",0
"1999/00","S08000015"," ","SMR01"," ","< 1 day",220
"1999/00","S08000015"," ","SMR01"," ","1 - 7 days",420
"1999/00","S08000015"," ","SMR01"," ","8 - 28 days",80
"1999/00","S08000015"," ","SMR01"," ","29 days - 6 months",40
"1999/00","S08000015"," ","SMR01"," ","> 6 months",10
"1999/00","S08000015"," ","SMR04"," ","< 1 day",40
"1999/00","S08000015"," ","SMR04"," ","1 - 7 days",610
"1999/00","S08000015"," ","SMR04"," ","8 - 28 days",930
"1999/00","S08000015"," ","SMR04"," ","29 days - 6 months",580
"1999/00","S08000015"," ","SMR04"," ","> 6 months",130
"1999/00","S08000015"," ","Total","d","< 1 day",270
"1999/00","S08000015"," ","Total","d","1 - 7 days",1030
"1999/00","S08000015"," ","Total","d","8 - 28 days",1010
"1999/00","S08000015"," ","Total","d","29 days - 6 months",630
"1999/00","S08000015"," ","Total","d","> 6 months",140
"1999/00","S08000016"," ","SMR01"," ","< 1 day",40
"1999/00","S08000016"," ","SMR01"," ","1 - 7 days",80
"1999/00","S08000016"," ","SMR01"," ","8 - 28 days",60
"1999/00","S08000016"," ","SMR01"," ","29 days - 6 months",30
"1999/00","S08000016"," ","SMR01"," ","> 6 months",0
"1999/00","S08000016"," ","SMR04"," ","< 1 day",10
"1999/00","S08000016"," ","SMR04"," ","1 - 7 days",160
"1999/00","S08000016"," ","SMR04"," ","8 - 28 days",200
"1999/00","S08000016"," ","SMR04"," ","29 days - 6 months",140
"1999/00","S08000016"," ","SMR04"," ","> 6 months",50
"1999/00","S08000016"," ","Total","d","< 1 day",50
"1999/00","S08000016"," ","Total","d","1 - 7 days",240
"1999/00","S08000016"," ","Total","d","8 - 28 days",250
"1999/00","S08000016"," ","Total","d","29 days - 6 months",170
"1999/00","S08000016"," ","Total","d","> 6 months",50
"1999/00","S08000017"," ","SMR01"," ","< 1 day",60
"1999/00","S08000017"," ","SMR01"," ","1 - 7 days",100
"1999/00","S08000017"," ","SMR01"," ","8 - 28 days",50
"1999/00","S08000017"," ","SMR01"," ","29 days - 6 months",20
"1999/00","S08000017"," ","SMR01"," ","> 6 months",0
"1999/00","S08000017"," ","SMR04"," ","< 1 day",10
"1999/00","S08000017"," ","SMR04"," ","1 - 7 days",170
"1999/00","S08000017"," ","SMR04"," ","8 - 28 days",220
"1999/00","S08000017"," ","SMR04"," ","29 days - 6 months",250
"1999/00","S08000017"," ","SMR04"," ","> 6 months",60
"1999/00","S08000017"," ","Total","d","< 1 day",70
"1999/00","S08000017"," ","Total","d","1 - 7 days",270
"1999/00","S08000017"," ","Total","d","8 - 28 days",260
"1999/00","S08000017"," ","Total","d","29 days - 6 months",260
"1999/00","S08000017"," ","Total","d","> 6 months",60
"1999/00","S08000029"," ","SMR01"," ","< 1 day",70
"1999/00","S08000029"," ","SMR01"," ","1 - 7 days",130
"1999/00","S08000029"," ","SMR01"," ","8 - 28 days",60
"1999/00","S08000029"," ","SMR01"," ","29 days - 6 months",40
"1999/00","S08000029"," ","SMR01"," ","> 6 months",0
"1999/00","S08000029"," ","SMR04"," ","< 1 day",30
"1999/00","S08000029"," ","SMR04"," ","1 - 7 days",510
"1999/00","S08000029"," ","SMR04"," ","8 - 28 days",570
"1999/00","S08000029"," ","SMR04"," ","29 days - 6 months",460
"1999/00","S08000029"," ","SMR04"," ","> 6 months",120
"1999/00","S08000029"," ","Total","d","< 1 day",100
"1999/00","S08000029"," ","Total","d","1 - 7 days",640
"1999/00","S08000029"," ","Total","d","8 - 28 days",620
"1999/00","S08000029"," ","Total","d","29 days - 6 months",500
"1999/00","S08000029"," ","Total","d","> 6 months",120
"1999/00","S08000019"," ","SMR01"," ","< 1 day",40
"1999/00","S08000019"," ","SMR01"," ","1 - 7 days",170
"1999/00","S08000019"," ","SMR01"," ","8 - 28 days",70
"1999/00","S08000019"," ","SMR01"," ","29 days - 6 months",30
"1999/00","S08000019"," ","SMR01"," ","> 6 months",0
"1999/00","S08000019"," ","SMR04"," ","< 1 day",70
"1999/00","S08000019"," ","SMR04"," ","1 - 7 days",230
"1999/00","S08000019"," ","SMR04"," ","8 - 28 days",350
"1999/00","S08000019"," ","SMR04"," ","29 days - 6 months",310
"1999/00","S08000019"," ","SMR04"," ","> 6 months",100
"1999/00","S08000019"," ","Total","d","< 1 day",110
"1999/00","S08000019"," ","Total","d","1 - 7 days",400
"1999/00","S08000019"," ","Total","d","8 - 28 days",420
"1999/00","S08000019"," ","Total","d","29 days - 6 months",340
"1999/00","S08000019"," ","Total","d","> 6 months",100
"1999/00","S08000020"," ","SMR01"," ","< 1 day",180
"1999/00","S08000020"," ","SMR01"," ","1 - 7 days",440
"1999/00","S08000020"," ","SMR01"," ","8 - 28 days",210
"1999/00","S08000020"," ","SMR01"," ","29 days - 6 months",90
"1999/00","S08000020"," ","SMR01"," ","> 6 months",0
"1999/00","S08000020"," ","SMR04"," ","< 1 day",40
"1999/00","S08000020"," ","SMR04"," ","1 - 7 days",560
"1999/00","S08000020"," ","SMR04"," ","8 - 28 days",870
"1999/00","S08000020"," ","SMR04"," ","29 days - 6 months",620
"1999/00","S08000020"," ","SMR04"," ","> 6 months",180
"1999/00","S08000020"," ","Total","d","< 1 day",210
"1999/00","S08000020"," ","Total","d","1 - 7 days",1000
"1999/00","S08000020"," ","Total","d","8 - 28 days",1080
"1999/00","S08000020"," ","Total","d","29 days - 6 months",710
"1999/00","S08000020"," ","Total","d","> 6 months",180
"1999/00","S08000031"," ","SMR01"," ","< 1 day",400
"1999/00","S08000031"," ","SMR01"," ","1 - 7 days",1220
"1999/00","S08000031"," ","SMR01"," ","8 - 28 days",510
"1999/00","S08000031"," ","SMR01"," ","29 days - 6 months",340
"1999/00","S08000031"," ","SMR01"," ","> 6 months",30
"1999/00","S08000031"," ","SMR04"," ","< 1 day",210
"1999/00","S08000031"," ","SMR04"," ","1 - 7 days",1880
"1999/00","S08000031"," ","SMR04"," ","8 - 28 days",2560
"1999/00","S08000031"," ","SMR04"," ","29 days - 6 months",2230
"1999/00","S08000031"," ","SMR04"," ","> 6 months",580
"1999/00","S08000031"," ","Total","d","< 1 day",610
"1999/00","S08000031"," ","Total","d","1 - 7 days",3110
"1999/00","S08000031"," ","Total","d","8 - 28 days",3070
"1999/00","S08000031"," ","Total","d","29 days - 6 months",2570
"1999/00","S08000031"," ","Total","d","> 6 months",610
"1999/00","S08000022"," ","SMR01"," ","< 1 day",210
"1999/00","S08000022"," ","SMR01"," ","1 - 7 days",590
"1999/00","S08000022"," ","SMR01"," ","8 - 28 days",170
"1999/00","S08000022"," ","SMR01"," ","29 days - 6 months",70
"1999/00","S08000022"," ","SMR01"," ","> 6 months",10
"1999/00","S08000022"," ","SMR04"," ","< 1 day",40
"1999/00","S08000022"," ","SMR04"," ","1 - 7 days",600
"1999/00","S08000022"," ","SMR04"," ","8 - 28 days",830
"1999/00","S08000022"," ","SMR04"," ","29 days - 6 months",540
"1999/00","S08000022"," ","SMR04"," ","> 6 months",90
"1999/00","S08000022"," ","Total","d","< 1 day",250
"1999/00","S08000022"," ","Total","d","1 - 7 days",1180
"1999/00","S08000022"," ","Total","d","8 - 28 days",1000
"1999/00","S08000022"," ","Total","d","29 days - 6 months",610
"1999/00","S08000022"," ","Total","d","> 6 months",110
"1999/00","S08000032"," ","SMR01"," ","< 1 day",170
"1999/00","S08000032"," ","SMR01"," ","1 - 7 days",470
"1999/00","S08000032"," ","SMR01"," ","8 - 28 days",100
"1999/00","S08000032"," ","SMR01"," ","29 days - 6 months",70
"1999/00","S08000032"," ","SMR01"," ","> 6 months",10
"1999/00","S08000032"," ","SMR04"," ","< 1 day",80
"1999/00","S08000032"," ","SMR04"," ","1 - 7 days",610
"1999/00","S08000032"," ","SMR04"," ","8 - 28 days",990
"1999/00","S08000032"," ","SMR04"," ","29 days - 6 months",740
"1999/00","S08000032"," ","SMR04"," ","> 6 months",190
"1999/00","S08000032"," ","Total","d","< 1 day",250
"1999/00","S08000032"," ","Total","d","1 - 7 days",1080
"1999/00","S08000032"," ","Total","d","8 - 28 days",1090
"1999/00","S08000032"," ","Total","d","29 days - 6 months",810
"1999/00","S08000032"," ","Total","d","> 6 months",190
"1999/00","S08000024"," ","SMR01"," ","< 1 day",200
"1999/00","S08000024"," ","SMR01"," ","1 - 7 days",440
"1999/00","S08000024"," ","SMR01"," ","8 - 28 days",210
"1999/00","S08000024"," ","SMR01"," ","29 days - 6 months",170
"1999/00","S08000024"," ","SMR01"," ","> 6 months",0
"1999/00","S08000024"," ","SMR04"," ","< 1 day",80
"1999/00","S08000024"," ","SMR04"," ","1 - 7 days",1270
"1999/00","S08000024"," ","SMR04"," ","8 - 28 days",1880
"1999/00","S08000024"," ","SMR04"," ","29 days - 6 months",1200
"1999/00","S08000024"," ","SMR04"," ","> 6 months",320
"1999/00","S08000024"," ","Total","d","< 1 day",280
"1999/00","S08000024"," ","Total","d","1 - 7 days",1710
"1999/00","S08000024"," ","Total","d","8 - 28 days",2090
"1999/00","S08000024"," ","Total","d","29 days - 6 months",1370
"1999/00","S08000024"," ","Total","d","> 6 months",330
"1999/00","S08000025"," ","SMR01"," ","< 1 day",20
"1999/00","S08000025"," ","SMR01"," ","1 - 7 days",20
"1999/00","S08000025"," ","SMR01"," ","8 - 28 days",0
"1999/00","S08000025"," ","SMR01"," ","29 days - 6 months",0
"1999/00","S08000025"," ","SMR01"," ","> 6 months",0
"1999/00","S08000025"," ","SMR04"," ","< 1 day",0
"1999/00","S08000025"," ","SMR04"," ","1 - 7 days",0
"1999/00","S08000025"," ","SMR04"," ","8 - 28 days",0
"1999/00","S08000025"," ","SMR04"," ","29 days - 6 months",0
"1999/00","S08000025"," ","SMR04"," ","> 6 months",0
"1999/00","S08000025"," ","Total","d","< 1 day",20
"1999/00","S08000025"," ","Total","d","1 - 7 days",20
"1999/00","S08000025"," ","Total","d","8 - 28 days",0
"1999/00","S08000025"," ","Total","d","29 days - 6 months",0
"1999/00","S08000025"," ","Total","d","> 6 months",0
"1999/00","S08000026"," ","SMR01"," ","< 1 day",40
"1999/00","S08000026"," ","SMR01"," ","1 - 7 days",40
"1999/00","S08000026"," ","SMR01"," ","8 - 28 days",10
"1999/00","S08000026"," ","SMR01"," ","29 days - 6 months",0
"1999/00","S08000026"," ","SMR01"," ","> 6 months",0
"1999/00","S08000026"," ","SMR04"," ","< 1 day",0
"1999/00","S08000026"," ","SMR04"," ","1 - 7 days",0
"1999/00","S08000026"," ","SMR04"," ","8 - 28 days",0
"1999/00","S08000026"," ","SMR04"," ","29 days - 6 months",0
"1999/00","S08000026"," ","SMR04"," ","> 6 months",0
"1999/00","S08000026"," ","Total","d","< 1 day",40
"1999/00","S08000026"," ","Total","d","1 - 7 days",40
"1999/00","S08000026"," ","Total","d","8 - 28 days",10
"1999/00","S08000026"," ","Total","d","29 days - 6 months",0
"1999/00","S08000026"," ","Total","d","> 6 months",0
"1999/00","S08000030"," ","SMR01"," ","< 1 day",190
"1999/00","S08000030"," ","SMR01"," ","1 - 7 days",270
"1999/00","S08000030"," ","SMR01"," ","8 - 28 days",100
"1999/00","S08000030"," ","SMR01"," ","29 days - 6 months",70
"1999/00","S08000030"," ","SMR01"," ","> 6 months",0
"1999/00","S08000030"," ","SMR04"," ","< 1 day",60
"1999/00","S08000030"," ","SMR04"," ","1 - 7 days",610
"1999/00","S08000030"," ","SMR04"," ","8 - 28 days",840
"1999/00","S08000030"," ","SMR04"," ","29 days - 6 months",720
"1999/00","S08000030"," ","SMR04"," ","> 6 months",220
"1999/00","S08000030"," ","Total","d","< 1 day",250
"1999/00","S08000030"," ","Total","d","1 - 7 days",890
"1999/00","S08000030"," ","Total","d","8 - 28 days",940
"1999/00","S08000030"," ","Total","d","29 days - 6 months",800
"1999/00","S08000030"," ","Total","d","> 6 months",220
"1999/00","S08000028"," ","SMR01"," ","< 1 day",20
"1999/00","S08000028"," ","SMR01"," ","1 - 7 days",90
"1999/00","S08000028"," ","SMR01"," ","8 - 28 days",30
"1999/00","S08000028"," ","SMR01"," ","29 days - 6 months",10
"1999/00","S08000028"," ","SMR01"," ","> 6 months",0
"1999/00","S08000028"," ","SMR04"," ","< 1 day",0
"1999/00","S08000028"," ","SMR04"," ","1 - 7 days",30
"1999/00","S08000028"," ","SMR04"," ","8 - 28 days",90
"1999/00","S08000028"," ","SMR04"," ","29 days - 6 months",40
"1999/00","S08000028"," ","SMR04"," ","> 6 months",10
"1999/00","S08000028"," ","Total","d","< 1 day",30
"1999/00","S08000028"," ","Total","d","1 - 7 days",120
"1999/00","S08000028"," ","Total","d","8 - 28 days",110
"1999/00","S08000028"," ","Total","d","29 days - 6 months",50
"1999/00","S08000028"," ","Total","d","> 6 months",10
"1999/00","SB0802"," ","SMR01"," ","< 1 day",0
"1999/00","SB0802"," ","SMR01"," ","1 - 7 days",0
"1999/00","SB0802"," ","SMR01"," ","8 - 28 days",0
"1999/00","SB0802"," ","SMR01"," ","29 days - 6 months",0
"1999/00","SB0802"," ","SMR01"," ","> 6 months",0
"1999/00","SB0802"," ","SMR04"," ","< 1 day",0
"1999/00","SB0802"," ","SMR04"," ","1 - 7 days",0
"1999/00","SB0802"," ","SMR04"," ","8 - 28 days",0
"1999/00","SB0802"," ","SMR04"," ","29 days - 6 months",10
"1999/00","SB0802"," ","SMR04"," ","> 6 months",20
"1999/00","SB0802"," ","Total","d","< 1 day",0
"1999/00","SB0802"," ","Total","d","1 - 7 days",0
"1999/00","SB0802"," ","Total","d","8 - 28 days",0
"1999/00","SB0802"," ","Total","d","29 days - 6 months",10
"1999/00","SB0802"," ","Total","d","> 6 months",20
"1999/00","S92000003","d","SMR01"," ","< 1 day",1870
"1999/00","S92000003","d","SMR01"," ","1 - 7 days",4480
"1999/00","S92000003","d","SMR01"," ","8 - 28 days",1670
"1999/00","S92000003","d","SMR01"," ","29 days - 6 months",980
"1999/00","S92000003","d","SMR01"," ","> 6 months",70
"1999/00","S92000003","d","SMR04"," ","< 1 day",660
"1999/00","S92000003","d","SMR04"," ","1 - 7 days",7250
"1999/00","S92000003","d","SMR04"," ","8 - 28 days",10300
"1999/00","S92000003","d","SMR04"," ","29 days - 6 months",7850
"1999/00","S92000003","d","SMR04"," ","> 6 months",2070
"1999/00","S92000003","d","Total","d","< 1 day",2530
"1999/00","S92000003","d","Total","d","1 - 7 days",11720
"1999/00","S92000003","d","Total","d","8 - 28 days",11970
"1999/00","S92000003","d","Total","d","29 days - 6 months",8830
"1999/00","S92000003","d","Total","d","> 6 months",2140
"2000/01","SB0801"," ","SMR01"," ","< 1 day",0
"2000/01","SB0801"," ","SMR01"," ","1 - 7 days",0
"2000/01","SB0801"," ","SMR01"," ","8 - 28 days",0
"2000/01","SB0801"," ","SMR01"," ","29 days - 6 months",0
"2000/01","SB0801"," ","SMR01"," ","> 6 months",0
"2000/01","SB0801"," ","SMR04"," ","< 1 day",0
"2000/01","SB0801"," ","SMR04"," ","1 - 7 days",0
"2000/01","SB0801"," ","SMR04"," ","8 - 28 days",0
"2000/01","SB0801"," ","SMR04"," ","29 days - 6 months",0
"2000/01","SB0801"," ","SMR04"," ","> 6 months",0
"2000/01","SB0801"," ","Total","d","< 1 day",0
"2000/01","SB0801"," ","Total","d","1 - 7 days",0
"2000/01","SB0801"," ","Total","d","8 - 28 days",0
"2000/01","SB0801"," ","Total","d","29 days - 6 months",0
"2000/01","SB0801"," ","Total","d","> 6 months",0
"2000/01","S08000015"," ","SMR01"," ","< 1 day",190
"2000/01","S08000015"," ","SMR01"," ","1 - 7 days",410
"2000/01","S08000015"," ","SMR01"," ","8 - 28 days",90
"2000/01","S08000015"," ","SMR01"," ","29 days - 6 months",40
"2000/01","S08000015"," ","SMR01"," ","> 6 months",0
"2000/01","S08000015"," ","SMR04"," ","< 1 day",20
"2000/01","S08000015"," ","SMR04"," ","1 - 7 days",620
"2000/01","S08000015"," ","SMR04"," ","8 - 28 days",800
"2000/01","S08000015"," ","SMR04"," ","29 days - 6 months",600
"2000/01","S08000015"," ","SMR04"," ","> 6 months",140
"2000/01","S08000015"," ","Total","d","< 1 day",220
"2000/01","S08000015"," ","Total","d","1 - 7 days",1030
"2000/01","S08000015"," ","Total","d","8 - 28 days",900
"2000/01","S08000015"," ","Total","d","29 days - 6 months",630
"2000/01","S08000015"," ","Total","d","> 6 months",140
"2000/01","S08000016"," ","SMR01"," ","< 1 day",40
"2000/01","S08000016"," ","SMR01"," ","1 - 7 days",90
"2000/01","S08000016"," ","SMR01"," ","8 - 28 days",40
"2000/01","S08000016"," ","SMR01"," ","29 days - 6 months",20
"2000/01","S08000016"," ","SMR01"," ","> 6 months",0
"2000/01","S08000016"," ","SMR04"," ","< 1 day",10
"2000/01","S08000016"," ","SMR04"," ","1 - 7 days",160
"2000/01","S08000016"," ","SMR04"," ","8 - 28 days",180
"2000/01","S08000016"," ","SMR04"," ","29 days - 6 months",150
"2000/01","S08000016"," ","SMR04"," ","> 6 months",40
"2000/01","S08000016"," ","Total","d","< 1 day",50
"2000/01","S08000016"," ","Total","d","1 - 7 days",260
"2000/01","S08000016"," ","Total","d","8 - 28 days",220
"2000/01","S08000016"," ","Total","d","29 days - 6 months",170
"2000/01","S08000016"," ","Total","d","> 6 months",40
"2000/01","S08000017"," ","SMR01"," ","< 1 day",30
"2000/01","S08000017"," ","SMR01"," ","1 - 7 days",130
"2000/01","S08000017"," ","SMR01"," ","8 - 28 days",40
"2000/01","S08000017"," ","SMR01"," ","29 days - 6 months",20
